PairID,Sentence1,Sentence2,STR
102,"Lớn lên theo cha_mẹ đi làm_mướn , khi lấy chồng lại cũng gặp một anh chồng nghèo như chị .","Từ nhỏ theo cha mẹ làm thuê, đến khi lập gia đình chị vẫn kết hôn với một người chồng nghèo.",2
103,"Phải xử_lý kỷ_luật hành_chính thật nghiêm mọi tổ_chức , cá_nhân nào vi_phạm .",Ngành du lịch đang tập trung quảng bá các điểm đến mới trong mùa cao điểm.,0
104,"Phải xử_lý kỷ_luật hành_chính thật nghiêm mọi tổ_chức , cá_nhân nào vi_phạm .",Việc tăng cường giám sát và nâng cao trách nhiệm của cán bộ được xem là cần thiết để hạn chế sai phạm.,1
105,"Phải xử_lý kỷ_luật hành_chính thật nghiêm mọi tổ_chức , cá_nhân nào vi_phạm .",Cần áp dụng biện pháp kỷ luật hành chính nghiêm khắc đối với tất cả tổ chức và cá nhân có hành vi vi phạm.,2
106,"Theo kết_quả điều_tra của Sở NN & PTNT tỉnh Cà_Mau cuối năm 2002 , Cà_Mau có trên 14.000 hộ nông_dân không có đất sản_xuất .",Tỉnh Cà Mau đang đầu tư mở rộng hệ thống giao thông nông thôn ven biển.,0
107,"Theo kết_quả điều_tra của Sở NN & PTNT tỉnh Cà_Mau cuối năm 2002 , Cà_Mau có trên 14.000 hộ nông_dân không có đất sản_xuất .",Nhiều hộ nông dân ở Cà Mau gặp khó khăn về sinh kế do thiếu tư liệu sản xuất.,1
108,"Theo kết_quả điều_tra của Sở NN & PTNT tỉnh Cà_Mau cuối năm 2002 , Cà_Mau có trên 14.000 hộ nông_dân không có đất sản_xuất .","Cuối năm 2002, Sở Nông nghiệp và Phát triển nông thôn tỉnh Cà Mau cho biết địa phương có hơn 14.000 hộ nông dân không có đất để sản xuất.",2
109,"Đầu năm 2004 , UBND tỉnh sẽ tiếp_tục thu_hồi và cân_đối diện_tích để cấp lại cho nông_dân .",Ngành giáo dục địa phương đang chuẩn bị kế hoạch tuyển sinh cho năm học mới.,0
110,"Đầu năm 2004 , UBND tỉnh sẽ tiếp_tục thu_hồi và cân_đối diện_tích để cấp lại cho nông_dân .",Chính quyền địa phương đang xem xét các giải pháp hỗ trợ sản xuất và ổn định đời sống cho người dân nông thôn.,1
111,"Đầu năm 2004 , UBND tỉnh sẽ tiếp_tục thu_hồi và cân_đối diện_tích để cấp lại cho nông_dân .","Vào đầu năm 2004, UBND tỉnh sẽ tiếp tục thu hồi, sắp xếp lại quỹ đất để phân bổ lại cho nông dân.",2
112,Tôi xách Honda chạy một_mạch xuống U_Minh .,Buổi họp tổng kết cuối năm của công ty diễn ra tại hội trường lớn.,0
113,Tôi xách Honda chạy một_mạch xuống U_Minh .,"Con đường từ thành phố xuống vùng U Minh khá bằng phẳng và thông thoáng, thuận tiện cho việc di chuyển bằng xe máy.",1
114,Tôi xách Honda chạy một_mạch xuống U_Minh .,Tôi chạy xe Honda thẳng một mạch xuống vùng U Minh.,2
115,"Xe chạy một_mạch suốt 10 tiếng đồng_hồ không nghỉ , mặc cho rất nhiều tiếng la_ó "" dừng lại cho đi vệ_sinh "" từ phía hành_khách .",Ban tổ chức đã hoàn tất công tác chuẩn bị cho lễ hội văn hóa mùa xuân.,0
116,"Xe chạy một_mạch suốt 10 tiếng đồng_hồ không nghỉ , mặc cho rất nhiều tiếng la_ó "" dừng lại cho đi vệ_sinh "" từ phía hành_khách .","Việc xe chạy liên tục hàng giờ đồng hồ không dừng, bất chấp yêu cầu của hành khách, là một nguyên nhân phổ biến gây mệt mỏi và bức xúc trong các chuyến xe đường dài.",1
117,"Xe chạy một_mạch suốt 10 tiếng đồng_hồ không nghỉ , mặc cho rất nhiều tiếng la_ó "" dừng lại cho đi vệ_sinh "" từ phía hành_khách .","Chiếc xe chạy liên tục suốt 10 giờ liền không dừng, dù nhiều hành khách liên tục yêu cầu được dừng lại để đi vệ sinh.",2
118,"Xe lại lăn bánh , và những hành_khách lần_lượt rụng dần theo cách hành_xử rất côn_đồ của nhà_xe .",Giá vé xem phim cuối tuần tại các rạp trung tâm vừa được điều chỉnh.,0
119,"Xe lại lăn bánh , và những hành_khách lần_lượt rụng dần theo cách hành_xử rất côn_đồ của nhà_xe .",Thái độ phục vụ thiếu chuyên nghiệp của một số hãng vận tải khiến khách hàng không hài lòng.,1
120,"Xe lại lăn bánh , và những hành_khách lần_lượt rụng dần theo cách hành_xử rất côn_đồ của nhà_xe .","Chiếc xe tiếp tục chạy, còn hành khách thì lần lượt bỏ đi vì cách cư xử côn đồ của nhà xe.",2
121,"Chiều nay 19 - 3 , Uỷ_ban Thường_vụ Quốc_hội sẽ cho ý_kiến về việc ban_hành cơ_chế tài_chính ngân_sách đặc_thù đối_với thủ_đô Hà_Nội và TP. HCM .",Bộ Giáo dục và Đào tạo vừa công bố lịch thi tốt nghiệp trung học phổ thông năm nay.,0
122,"Chiều nay 19 - 3 , Uỷ_ban Thường_vụ Quốc_hội sẽ cho ý_kiến về việc ban_hành cơ_chế tài_chính ngân_sách đặc_thù đối_với thủ_đô Hà_Nội và TP. HCM .",Quốc hội đang xem xét nhiều chính sách mới nhằm tăng cường nguồn lực phát triển cho các đô thị lớn.,1
123,"Chiều nay 19 - 3 , Uỷ_ban Thường_vụ Quốc_hội sẽ cho ý_kiến về việc ban_hành cơ_chế tài_chính ngân_sách đặc_thù đối_với thủ_đô Hà_Nội và TP. HCM .","Chiều ngày 19-3, Uỷ ban Thường vụ Quốc hội sẽ thảo luận và cho ý kiến về cơ chế tài chính, ngân sách đặc thù áp dụng cho Hà Nội và TP Hồ Chí Minh.",2
124,"Cách trung_tâm TP. HCM 30 phút đi xe_máy và một chuyến phà , vậy_mà Cần_Giờ lại thuộc về một thế_giới khác , thế_giới của những người_dân lam_lũ .",Thị trường bất động sản khu vực phía Nam đang có dấu hiệu phục hồi nhẹ.,0
125,"Cách trung_tâm TP. HCM 30 phút đi xe_máy và một chuyến phà , vậy_mà Cần_Giờ lại thuộc về một thế_giới khác , thế_giới của những người_dân lam_lũ .",Nhiều khu vực ven đô TP. HCM vẫn còn nhiều khó khăn về đời sống dù không quá xa trung tâm thành phố.,1
126,"Cách trung_tâm TP. HCM 30 phút đi xe_máy và một chuyến phà , vậy_mà Cần_Giờ lại thuộc về một thế_giới khác , thế_giới của những người_dân lam_lũ .","Dù chỉ mất khoảng 30 phút chạy xe máy và qua một chuyến phà từ trung tâm TP.HCM, Cần Giờ vẫn như một thế giới khác, nơi người dân sống cuộc đời lam lũ.",2
127,"Đêm giao_thừa , một con gà cúng , vài cái bánh_chưng ... Mồng 3 hết tết , cha_con anh lại kéo nhau ra những con rạch để bắt_đầu một năm mới lam_lũ .",Thành phố tổ chức bắn pháo hoa mừng năm mới với nhiều chương trình ca nhạc lớn.,0
128,"Đêm giao_thừa , một con gà cúng , vài cái bánh_chưng ... Mồng 3 hết tết , cha_con anh lại kéo nhau ra những con rạch để bắt_đầu một năm mới lam_lũ .","Sau kỳ nghỉ Tết ngắn ngủi, nhiều gia đình lao động nghèo phải nhanh chóng quay lại công việc mưu sinh.",1
129,"Đêm giao_thừa , một con gà cúng , vài cái bánh_chưng ... Mồng 3 hết tết , cha_con anh lại kéo nhau ra những con rạch để bắt_đầu một năm mới lam_lũ .","Đêm giao thừa chỉ có con gà cúng và vài chiếc bánh chưng, đến mồng 3 Tết, hai cha con lại ra các con rạch để tiếp tục cuộc sống lam lũ của năm mới.",2
130,"Tết của anh_em trên các đảo sẽ có được cả âm_thanh , hương_vị ngày tết như của quê nhà .",Ngành du lịch biển đang xây dựng nhiều sản phẩm mới để thu hút khách quốc tế.,0
131,"Tết của anh_em trên các đảo sẽ có được cả âm_thanh , hương_vị ngày tết như của quê nhà .","Các chuyến tàu tiếp tế đặc biệt trước Tết sẽ chở đầy thực phẩm, hoa quả và các vật phẩm văn hóa truyền thống ra cho bộ đội và nhân dân trên đảo.",1
132,"Tết của anh_em trên các đảo sẽ có được cả âm_thanh , hương_vị ngày tết như của quê nhà .","Anh em trên các đảo sẽ được đón Tết với đầy đủ không khí, âm thanh và hương vị quen thuộc như ở quê hương.",2
133,"Chợ , siêu_thị : sức_mua tăng cao , giá_cả cũng tăng !","Thời tiết những ngày gần đây khá ổn định, ít mưa và nhiệt độ giảm nhẹ.",0
134,"Chợ , siêu_thị : sức_mua tăng cao , giá_cả cũng tăng !",Nhu cầu tiêu dùng của người dân tăng mạnh vào các dịp cao điểm trong năm.,1
135,"Chợ , siêu_thị : sức_mua tăng cao , giá_cả cũng tăng !","Tại các chợ và siêu thị, lượng mua sắm tăng lên rõ rệt kéo theo giá hàng hóa cũng leo thang.",2
136,"Các loại hàng tết đang bán_chạy như rượu , bánh thùng , lạp_xưởng … phải bổ_sung hàng liên_tục nhưng giá không tăng .",Nhiều trường học đang chuẩn bị kế hoạch tổ chức lễ tổng kết cuối năm.,0
137,"Các loại hàng tết đang bán_chạy như rượu , bánh thùng , lạp_xưởng … phải bổ_sung hàng liên_tục nhưng giá không tăng .",Các siêu thị và đại lý lớn đã ký kết hợp đồng ổn định giá với nhà cung cấp để đảm bảo nguồn hàng dồi dào suốt dịp Tết.,1
138,"Các loại hàng tết đang bán_chạy như rượu , bánh thùng , lạp_xưởng … phải bổ_sung hàng liên_tục nhưng giá không tăng .","Những mặt hàng Tết như rượu, bánh thùng, lạp xưởng đang tiêu thụ mạnh, phải liên tục nhập thêm nhưng giá bán vẫn được giữ ổn định.",2
139,Dưa_hấu không hạt được bán tại đây với giá 8.000 - 10.000 đồng / trái .,Nhiều tuyến xe buýt nội thành được điều chỉnh lộ trình trong dịp lễ.,0
140,Dưa_hấu không hạt được bán tại đây với giá 8.000 - 10.000 đồng / trái .,"Giá bán lẻ dưa hấu không hạt trong khu vực này hiện đang dao động, phụ thuộc vào kích cỡ và nguồn cung.",1
141,Dưa_hấu không hạt được bán tại đây với giá 8.000 - 10.000 đồng / trái .,"Tại đây, dưa hấu không hạt được bán với mức giá dao động từ 8.000 đến 10.000 đồng mỗi trái.",2
142,"Tại chợ Phạm_Văn_Hai , theo ban quản_lý chợ , lượng thịt về chợ 183,8 tấn / ngày , tăng 30 % so với đầu tuần .",Thành phố đang triển khai kế hoạch trồng thêm cây xanh trên các tuyến đường lớn.,0
143,"Tại chợ Phạm_Văn_Hai , theo ban quản_lý chợ , lượng thịt về chợ 183,8 tấn / ngày , tăng 30 % so với đầu tuần .",Nguồn cung thực phẩm tại nhiều chợ đầu mối được tăng cường để đáp ứng nhu cầu mua sắm của người dân.,1
144,"Tại chợ Phạm_Văn_Hai , theo ban quản_lý chợ , lượng thịt về chợ 183,8 tấn / ngày , tăng 30 % so với đầu tuần .","Ban quản lý chợ Phạm Văn Hai cho biết mỗi ngày có khoảng 183,8 tấn thịt được đưa về chợ, cao hơn 30% so với đầu tuần.",2
145,Tại chợ Bến_Thành ( Q. 1 ) nhộn_nhịp nhất là các sạp hoa ở mặt_tiền chợ trên đường Lê_Thánh_Tôn .,Thành phố vừa thông qua kế hoạch cải tạo hệ thống thoát nước khu trung tâm.,0
146,Tại chợ Bến_Thành ( Q. 1 ) nhộn_nhịp nhất là các sạp hoa ở mặt_tiền chợ trên đường Lê_Thánh_Tôn .,"Vào dịp cao điểm, nhiều khu chợ trung tâm thu hút đông người mua sắm các mặt hàng trang trí.",1
147,Tại chợ Bến_Thành ( Q. 1 ) nhộn_nhịp nhất là các sạp hoa ở mặt_tiền chợ trên đường Lê_Thánh_Tôn .,"Ở chợ Bến Thành (quận 1), khu sạp bán hoa phía mặt tiền trên đường Lê Thánh Tôn là nơi sôi động nhất.",2
148,"Sau hơn 1 giờ 30 phút bơm nước vào khoang , sà_lan chìm xuống dòng sông và trôi cách cầu hơn 300 m về phía thượng_nguồn .",Lễ khánh thành cây cầu mới thu hút đông đảo người dân đến tham dự.,0
149,"Sau hơn 1 giờ 30 phút bơm nước vào khoang , sà_lan chìm xuống dòng sông và trôi cách cầu hơn 300 m về phía thượng_nguồn .",Một phương tiện đường thủy gặp sự cố nghiêm trọng khiến việc lưu thông trên sông bị ảnh hưởng.,1
150,"Sau hơn 1 giờ 30 phút bơm nước vào khoang , sà_lan chìm xuống dòng sông và trôi cách cầu hơn 300 m về phía thượng_nguồn .","Sau hơn một giờ rưỡi bơm nước vào khoang, chiếc sà lan đã chìm xuống sông và trôi ngược lên thượng nguồn, cách cây cầu hơn 300 mét.",2
151,"Chiều 16-1-2003 , Thành_đoàn TP. HCM đã tổ_chức lễ tổng_kết hoạt_động cơ_quan Thành_đoàn năm 2003 .",Ngân hàng Nhà nước vừa điều chỉnh lãi suất cho vay đối với doanh nghiệp nhỏ và vừa.,0
152,"Chiều 16-1-2003 , Thành_đoàn TP. HCM đã tổ_chức lễ tổng_kết hoạt_động cơ_quan Thành_đoàn năm 2003 .","Nhiều tổ chức đoàn thể tại TP.HCM đã tiến hành đánh giá, nhìn lại kết quả công tác trong năm qua.",1
153,"Chiều 16-1-2003 , Thành_đoàn TP. HCM đã tổ_chức lễ tổng_kết hoạt_động cơ_quan Thành_đoàn năm 2003 .","Vào chiều ngày 16-1-2003, Thành đoàn TP.HCM tổ chức lễ tổng kết các hoạt động của cơ quan Thành đoàn trong năm 2003.",2
154,"Thực_tế , các vụ cháy lớn vừa_qua cho thấy việc chữa_cháy tại_chỗ quá kém và người_dân chưa chủ_động báo ngay với lực_lượng PCCC .",Thành phố đang đẩy mạnh tuyên truyền phân loại rác thải sinh hoạt tại nguồn.,0
155,"Thực_tế , các vụ cháy lớn vừa_qua cho thấy việc chữa_cháy tại_chỗ quá kém và người_dân chưa chủ_động báo ngay với lực_lượng PCCC .",Công tác phòng cháy ở nhiều khu dân cư còn tồn tại hạn chế do ý thức và kỹ năng của người dân chưa cao.,1
156,"Thực_tế , các vụ cháy lớn vừa_qua cho thấy việc chữa_cháy tại_chỗ quá kém và người_dân chưa chủ_động báo ngay với lực_lượng PCCC .","Qua những vụ hỏa hoạn lớn gần đây, thực tế đã phơi bày sự yếu kém trong chữa cháy tại chỗ, cũng như việc người dân vẫn thiếu sự chủ động trong việc thông báo ngay cho cảnh sát PCCC.",2
157,"Dịp tết : Nguy_cơ cháy , nổ ở khu dân_cư rất lớn",Lượng khách du lịch đến các điểm vui chơi tăng mạnh trong kỳ nghỉ Tết.,0
158,"Dịp tết : Nguy_cơ cháy , nổ ở khu dân_cư rất lớn","Vào những dịp lễ lớn, công tác đảm bảo an toàn tại các khu dân cư cần được tăng cường.",1
159,"Dịp tết : Nguy_cơ cháy , nổ ở khu dân_cư rất lớn","Trong dịp Tết, nguy cơ xảy ra cháy nổ tại các khu dân cư ở mức rất cao.",2
160,TP. HCM : cháy lớn ở Khu công_nghiệp Vĩnh_Lộc,Thành phố vừa khai trương thêm một tuyến xe buýt kết nối khu ngoại thành.,0
161,TP. HCM : cháy lớn ở Khu công_nghiệp Vĩnh_Lộc,Một vụ hỏa hoạn nghiêm trọng đã xảy ra tại khu vực sản xuất công nghiệp của thành phố.,1
162,TP. HCM : cháy lớn ở Khu công_nghiệp Vĩnh_Lộc,"Một vụ cháy lớn đã bùng phát tại Khu công nghiệp Vĩnh Lộc, TP Hồ Chí Minh.",2
163,Quảng_Ngãi : cấp phép đầu_tư khai_thác đá graphite cho một công_ty Nga,Ngành nông nghiệp Quảng Ngãi đang triển khai mô hình trồng lúa chất lượng cao.,0
164,Quảng_Ngãi : cấp phép đầu_tư khai_thác đá graphite cho một công_ty Nga,Một địa phương miền Trung đã thu hút vốn đầu tư nước ngoài vào lĩnh vực tài nguyên khoáng sản.,1
165,Quảng_Ngãi : cấp phép đầu_tư khai_thác đá graphite cho một công_ty Nga,Tỉnh Quảng Ngãi đã cấp phép cho một doanh nghiệp Nga đầu tư khai thác đá graphite.,2
166,"TT - Chiều 16 - 1 , giá vàng thế_giới giảm thêm 7 USD , còn 409 USD / ounce , kéo_theo giá vàng trong nước giảm mạnh .",Thị trường chứng khoán trong nước ghi nhận nhiều cổ phiếu tăng trần trong phiên giao dịch chiều nay.,0
167,"TT - Chiều 16 - 1 , giá vàng thế_giới giảm thêm 7 USD , còn 409 USD / ounce , kéo_theo giá vàng trong nước giảm mạnh .",Biến động của thị trường kim loại quý quốc tế đang tác động đáng kể đến giá cả trong nước.,1
168,"TT - Chiều 16 - 1 , giá vàng thế_giới giảm thêm 7 USD , còn 409 USD / ounce , kéo_theo giá vàng trong nước giảm mạnh .","Chiều 16-1, giá vàng thế giới giảm 7 USD xuống còn 409 USD mỗi ounce, khiến giá vàng trong nước cũng sụt giảm mạnh.",2
169,Giá cao nhất được Công_ty Vàng_bạc đá_quí Sài_Gòn ( SJC ) niêm_yết là tại Đà_Nẵng : 783.000 đồng / chỉ .,Thành phố Đà Nẵng đang đẩy mạnh phát triển du lịch biển trong mùa hè.,0
170,Giá cao nhất được Công_ty Vàng_bạc đá_quí Sài_Gòn ( SJC ) niêm_yết là tại Đà_Nẵng : 783.000 đồng / chỉ .,Giá vàng do các doanh nghiệp lớn công bố có sự chênh lệch giữa các khu vực trên cả nước.,1
171,Giá cao nhất được Công_ty Vàng_bạc đá_quí Sài_Gòn ( SJC ) niêm_yết là tại Đà_Nẵng : 783.000 đồng / chỉ .,Công ty Vàng bạc đá quý Sài Gòn (SJC) niêm yết mức giá cao nhất tại Đà Nẵng là 783.000 đồng mỗi chỉ.,2
172,"Điều cần_thiết hiện_nay là khoa_học công_nghệ , chuyên_môn và tiêu_chuẩn của các nước phát_triển trước .",Nhiều địa phương đang tập trung phát triển nông nghiệp công nghệ cao để nâng cao thu nhập cho nông dân.,0
173,"Điều cần_thiết hiện_nay là khoa_học công_nghệ , chuyên_môn và tiêu_chuẩn của các nước phát_triển trước .",Việc nâng cao trình độ chuyên môn và ứng dụng khoa học kỹ thuật là yêu cầu quan trọng trong quá trình phát triển hiện nay.,1
174,"Điều cần_thiết hiện_nay là khoa_học công_nghệ , chuyên_môn và tiêu_chuẩn của các nước phát_triển trước .","Khoa học công nghệ, chuyên môn và tiêu chuẩn của các quốc gia phát triển là những điều cần thiết hiện nay.",2
175,Mong_ước lớn nhất của tôi trong lĩnh_vực kinh_tế là các doanh_nghiệp Đức sẽ xúc_tiến đầu_tư tại VN mạnh_mẽ hơn thời_gian vừa_qua .,Ngành du lịch Việt Nam đang nỗ lực thu hút thêm khách quốc tế trong những năm gần đây.,0
176,Mong_ước lớn nhất của tôi trong lĩnh_vực kinh_tế là các doanh_nghiệp Đức sẽ xúc_tiến đầu_tư tại VN mạnh_mẽ hơn thời_gian vừa_qua .,"Hiện nay, Đức đang là một trong những đối tác thương mại và đầu tư quan trọng hàng đầu của Việt Nam trong khối EU.",1
177,Mong_ước lớn nhất của tôi trong lĩnh_vực kinh_tế là các doanh_nghiệp Đức sẽ xúc_tiến đầu_tư tại VN mạnh_mẽ hơn thời_gian vừa_qua .,"Trong lĩnh vực kinh tế, tôi kỳ vọng các doanh nghiệp Đức sẽ tăng cường đầu tư vào Việt Nam nhiều hơn so với thời gian trước đây.",2
178,"VN và Indonesia có rất nhiều tiềm_năng , đặc_biệt trong lĩnh_vực kinh_tế vốn chưa được khai_thác đầy_đủ .",Việt Nam đang tập trung cải thiện hệ_thống giáo_dục để nâng cao chất_lượng nguồn nhân_lực.,0
179,"VN và Indonesia có rất nhiều tiềm_năng , đặc_biệt trong lĩnh_vực kinh_tế vốn chưa được khai_thác đầy_đủ .",Nhiều quốc gia trong khu_vực Đông_Nam_Á vẫn còn dư_địa phát_triển kinh_tế chưa được khai_thác hiệu_quả.,1
180,"VN và Indonesia có rất nhiều tiềm_năng , đặc_biệt trong lĩnh_vực kinh_tế vốn chưa được khai_thác đầy_đủ .","Việt Nam và Indonesia có rất nhiều tiềm năng, đặc biệt trong lĩnh vực kinh tế chưa được khai thác đầy đủ.",2
181,"Tôi cũng mong trong năm tới , Hãng hàng_không Indonesia Garuda sẽ mở thêm đường_bay Jakarta - Hà_Nội để tạo thuận_lợi cho nhân_dân hai nước thăm_viếng nhau .",Hà_Nội đang triển_khai nhiều dự_án chỉnh_trang đô_thị nhằm giảm ùn_tắc giao_thông.,0
182,"Tôi cũng mong trong năm tới , Hãng hàng_không Indonesia Garuda sẽ mở thêm đường_bay Jakarta - Hà_Nội để tạo thuận_lợi cho nhân_dân hai nước thăm_viếng nhau .",Việc mở thêm các đường_bay quốc_tế sẽ giúp tăng_cường giao_lưu giữa các quốc_gia trong khu_vực.,1
183,"Tôi cũng mong trong năm tới , Hãng hàng_không Indonesia Garuda sẽ mở thêm đường_bay Jakarta - Hà_Nội để tạo thuận_lợi cho nhân_dân hai nước thăm_viếng nhau .","Tôi hy vọng rằng trong những năm tới , hãng Garuda Indonesia sẽ khai thác thêm tuyến Jakarta – Hà Nội, giúp việc đi lại, thăm hỏi giữa người dân hai nước trở nên thuận tiện hơn.",2
184,Trung_tâm IPR sẽ bắt_đầu mở_cửa vào ngày 19-1-2004 .,Giá vé xe_khách dịp cận_tết năm nay tăng nhẹ so với cùng_kỳ năm trước.,0
185,Trung_tâm IPR sẽ bắt_đầu mở_cửa vào ngày 19-1-2004 .,Một trung_tâm dịch_vụ mới sẽ chính_thức đi vào hoạt_động trong tháng 1 năm 2004.,1
186,Trung_tâm IPR sẽ bắt_đầu mở_cửa vào ngày 19-1-2004 .,Trung_tâm IPR dự_kiến chính_thức hoạt_động từ ngày 19-1-2004.,2
187,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,Giá phòng khách_sạn tại TP. HCM tăng mạnh trong dịp lễ tết.,0
188,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,"Trong dịp tết, TP. HCM đón một lượng lớn du khách từ nhiều quốc gia về tham quan.",1
189,TP. HCM : ước khoảng 10.000 du_khách du_xuân hải_ngoại,"Dịp du_xuân, TP. HCM dự_kiến sẽ đón khoảng 10.000 du_khách hải_ngoại.",2
190,Đất tại Bình_Trị_Đông được giới đầu_cơ mua_bán sang_tay cho dân ở các quận bị giải_toả tràn về khá đông .,Nông_dân ở các tỉnh miền_Tây đang gặp khó_khăn trong việc tiêu_thụ nông_sản do giá xuống thấp.,0
191,Đất tại Bình_Trị_Đông được giới đầu_cơ mua_bán sang_tay cho dân ở các quận bị giải_toả tràn về khá đông .,"Tại nhiều khu_vực ven đô TP. HCM, giá đất tăng nhanh do nhu_cầu tái_định_cư sau giải_toả ngày càng lớn.",1
192,Đất tại Bình_Trị_Đông được giới đầu_cơ mua_bán sang_tay cho dân ở các quận bị giải_toả tràn về khá đông .,Đất đai ở khu vực Bình Trị Đông đang được các nhà đầu cơ chuyển nhượng cho những người dân từ các quận bị giải tỏa đổ về sinh sống.,2
193,Việc rao bán đất ở quận 2 trong tháng ba khá nhộn_nhịp với giá_cả không biến_động .,Sản_lượng lúa vụ đông_xuân năm nay tại các tỉnh đồng_bằng sông Cửu_Long đạt mức cao kỷ_lục.,0
194,Việc rao bán đất ở quận 2 trong tháng ba khá nhộn_nhịp với giá_cả không biến_động .,Thị_trường bất_động_sản tại một số quận nội_thành TP. HCM ghi_nhận lượng giao_dịch tăng trong quý đầu năm.,1
195,Việc rao bán đất ở quận 2 trong tháng ba khá nhộn_nhịp với giá_cả không biến_động .,"Trong tháng ba, hoạt_động chào_bán đất tại quận 2 diễn_ra sôi_động trong khi mức giá vẫn giữ nguyên.",2
196,Mồng 4 tết tôi trở ra Hà_Nội để trở_lại làm_việc bình_thường và chuẩn_bị đón_tiếp tân Thủ_tướng Malaysia sang thăm VN .,"Nhiều địa_phương tổ_chức các hoạt_động vui_xuân, lễ_hội truyền_thống trong suốt kỳ nghỉ tết.",0
